,us_state,county,CaseCount,Population
2546,TX,Leon,101,84849
2547,TX,Madison,55,70035
2548,TX,Morris,64,62463
2549,TX,Lipscomb,Data Suppressed,17481
2550,TX,Orange,369,419475
2551,TX,Newton,69,70881
2552,TX,Marion,64,50766
2553,TX,Oldham,Data Suppressed,10408
2554,TX,Panola,118,117846
2555,TX,Nolan,68,75152
2556,TX,Palo Pinto,161,140587
2557,TX,Parmer,Data Suppressed,49390
2558,TX,Polk,326,234695
2559,TX,Robertson,80,83598
2560,TX,Rains,80,56237
2561,TX,Montague,113,96839
2562,TX,Motley,Data Suppressed,5885
2563,TX,Parker,509,630435
2564,TX,Stonewall,Data Suppressed,6996
2565,TX,Shelby,131,127965
2566,TX,Rusk,216,266878
2567,TX,Sabine,81,52125
2568,TX,Potter,383,607014
2569,TX,San Jacinto,161,137109
2570,TX,Roberts,Data Suppressed,4590
2571,TX,Stephens,47,46795
2572,TX,Shackelford,Data Suppressed,16682
2573,TX,Sherman,Data Suppressed,15281
2574,TX,Reagan,Data Suppressed,18655
2575,TX,Sutton,Data Suppressed,19552
2576,TX,Schleicher,Data Suppressed,15604
2577,TX,Terrell,Data Suppressed,4315
2578,TX,Titus,94,163223
2579,TX,Upshur,196,202347
2580,TX,Victoria,295,457891
2581,TX,Tyler,105,107284
2582,TX,Tom Green,369,583818
2583,TX,Red River,77,61696
2584,TX,Mills,Data Suppressed,24458
2585,TX,Walker,206,354631
2586,TX,Nacogdoches,200,327276
2587,TX,Presidio,Data Suppressed,36072
2588,TX,Young,100,90884
2589,UT,Cache,65,601642
2590,UT,Box Elder,45,260784
2591,UT,Wasatch,27,145963
2592,UT,Davis,280,1673644
2593,UT,Washington,293,777989
2594,UT,Morgan,Data Suppressed,55117
2595,UT,Tooele,79,316649
2596,UT,Iron,72,242206
2597,UT,Sanpete,39,144329
2598,UT,Grand,28,47687
2599,UT,Garfield,Data Suppressed,25035
2600,UT,Wayne,Data Suppressed,13494
2601,UT,Carbon,53,102411
2602,UT,Weber,308,1220387
2603,UT,Utah,303,2881319
2604,UT,Sevier,37,104798
2605,UT,Kane,Data Suppressed,36165
2606,UT,Salt Lake,1369,5530933
2607,UT,Uintah,43,181860
2608,UT,Summit,43,199041
2609,UT,Duchesne,35,101097
2610,UT,Piute,Data Suppressed,7317
2611,UT,San Juan,Data Suppressed,75938
2612,UT,Daggett,Data Suppressed,5466
2613,UT,Juab,Data Suppressed,53444
2614,UT,Millard,27,63215
2615,UT,Rich,Data Suppressed,11552
2616,UT,Emery,16,51983
2617,UT,Beaver,Data Suppressed,32089
2618,VT,Addison,119,184660
2619,VT,Windham,164,216882
2620,VT,Washington,246,293461
2621,VT,Chittenden,490,805132
2622,VT,Caledonia,126,152860
2623,VT,Windsor,296,277842
2624,VT,Rutland,299,298171
2625,VT,Grand Isle,45,34725
2626,VT,Franklin,227,244099
2627,VT,Lamoille,97,126150
2628,VT,Orleans,154,134781
2629,VT,Orange,119,144539
2630,VT,Essex,37,30983
2631,VT,Bennington,197,180511
2632,VA,Fairfax ,43,117987
2633,VA,Falls Church ,21,68960
2634,VA,Loudoun,480,1868841
2635,VA,Arlington,327,1146430
2636,VA,Alexandria ,232,771667
2637,VA,Isle of Wight,127,180426
2638,VA,Montgomery,234,487596
2639,VA,Powhatan,93,141973
2640,VA,Scott,95,111277
2641,VA,Rappahannock,32,36832
2642,VA,Roanoke,379,467143
2643,VA,Russell,108,138602
2644,VA,James ,270,364979
2645,VA,Fairfax,1801,5698837
2646,VA,Williamsburg ,34,73650
2647,VA,Grayson,79,78554
2648,VA,Henrico,1084,1617652
2649,VA,King William,60,81640
2650,VA,Lee,111,122197
2651,VA,Greene,73,96120
2652,VA,Fauquier,238,342047
2653,VA,Middlesex,64,53507
2654,VA,Patrick,82,89869
2655,VA,Northumberland,78,61266
2656,VA,Fluvanna,96,130452
2657,VA,Pittsylvania,294,309990
2658,VA,Nottoway,65,77714
2659,VA,Mathews,54,44077
2660,VA,Tazewell,196,213567
2661,VA,Bristol ,48,85123
2662,VA,Floyd,57,78018
2663,VA,Buchanan,74,113085
2664,VA,Clarke,50,71551
2665,VA,Prince William,681,2253565
2666,VA,Franklin ,27,41583
2667,VA,Madison,79,65493
2668,VA,Goochland,116,110736
2669,VA,Mecklenburg,201,154831
2670,VA,King George,91,127773
2671,VA,King and Queen,47,35251
2672,VA,Louisa,203,174108
2673,VA,Gloucester,217,185222
2674,VA,Cumberland,55,48966
2675,VA,Halifax with South Boston ,195,175146
2676,VA,Lancaster,91,54194
2677,VA,Giles,103,84212
2678,VA,Lunenburg,79,61835
2679,VA,Dickenson,72,75800
2680,VA,Page,127,118534
2681,VA,Washington,292,272405
2682,VA,Nelson,94,74025
2683,VA,Southampton,94,90435
2684,VA,Northampton,83,60084
2685,VA,Prince George,171,188723
2686,VA,Rockbridge,102,112123
2687,VA,Wythe,132,145219
2688,VA,Manassas Park ,26,80708
2689,VA,Bedford  and,361,386981
2690,VA,York,193,336121
2691,VA,Manassas ,96,206756
2692,VA,Poquoson ,50,60093
2693,VA,Stafford,371,706037
2694,VA,Henry,256,259728
2695,VA,Suffolk ,268,440381
2696,VA,Alleghany Cnty and Clifton Forge Cty,80,77441
2697,VA,Radford ,34,86926
2698,VA,Winchester ,103,138169
2699,VA,Chesapeake ,751,1176796
2700,VA,Frederick,318,418896
2701,VA,Franklin,260,281244
2702,VA,Augusta,307,371890
2703,VA,Amherst,148,160058
2704,VA,Albemarle,324,525331
2705,VA,Harrisonburg ,92,264471
2706,VA,Rockingham,293,393396
2707,VA,Greensville,69,58352
2708,VA,Highland,Data Suppressed,11065
2709,VA,Prince Edward,103,114543
2710,VA,Richmond,58,44303
2711,VA,Newport News ,612,903421
2712,VA,Hopewell ,116,111605
2713,VA,Orange,183,176038
2714,VA,Colonial Heights ,94,87616
2715,VA,Smyth,164,156598
2716,VA,Norfolk ,836,1229335
2717,VA,Emporia ,34,27477
2718,VA,Galax ,57,33700
2719,VA,Surry,35,33312
2720,VA,Charlottesville ,125,232106
2721,VA,Pulaski,201,171649
2722,VA,Buena Vista ,28,32410
2723,VA,Danville ,213,209497
2724,VA,Warren,176,195720
2725,VA,Waynesboro ,120,108177
2726,VA,Virginia Beach ,1496,2248217
2727,VA,Lynchburg ,281,396479
2728,VA,New Kent,95,102636
2729,VA,Shenandoah,222,214235
2730,VA,Westmoreland,131,87914
2731,VA,Spotsylvania,486,650206
2732,VA,Lexington ,29,35558
2733,VA,Roanoke ,461,497044
2734,VA,Fredericksburg ,108,141022
2735,VA,Covington ,37,28279
2736,VA,Hampton ,517,680846
2737,VA,Norton ,20,20080
2738,VA,Martinsville ,75,66017
2739,VA,Salem ,122,127267
2740,VA,Petersburg ,188,159876
2741,VA,Portsmouth ,419,477992
2742,VA,Staunton ,125,121439
2743,VA,Sussex,74,57957
2744,VA,Essex,58,55418
2745,VA,Dinwiddie,154,141096
2746,VA,Hanover,420,516075
2747,VA,Amelia,68,63915
2748,VA,Accomack,199,164262
2749,VA,Appomattox,77,77366
2750,VA,Bland,32,32616
2751,VA,Chesterfield,1056,1676319
2752,VA,Brunswick,88,83924
2753,VA,Craig,23,25639
2754,VA,Campbell,267,275948
2755,VA,Carroll,151,148963
2756,VA,Culpeper,185,249003
2757,VA,Botetourt,149,165825
2758,VA,Charles ,35,35105
2759,VA,Caroline,115,149402
2760,VA,Charlotte,70,60815
2761,VA,Buckingham,81,85176
2762,VA,Bath,29,22267
2763,VA,Wise,180,197787
2764,VA,Richmond ,767,1103965
2765,WA,Whitman,60,239965
2766,WA,Adams,31,96618
2767,WA,Ferry,26,37821
2768,WA,Kittitas,98,218589
2769,WA,San Juan,70,81146
2770,WA,Whatcom,706,1064481
2771,WA,Yakima,634,1241791
2772,WA,Stevens,162,219074
2773,WA,Walla Walla,177,299636
2774,WA,Thurston,942,1348790
2775,WA,Spokane,1611,2453114
2776,WA,Island,310,401918
2777,WA,King,4899,10630665
2778,WA,Grant,264,468720
2779,WA,Franklin,127,445455
2780,WA,Wahkiakum,Data Suppressed,20550
2781,WA,Cowlitz,465,518058
2782,WA,Benton,500,953318
2783,WA,Douglas,134,203347
2784,WA,Asotin,87,111205
2785,WA,Grays Harbor,373,356981
2786,WA,Pend Oreille,69,65375
2787,WA,Columbia,27,19948
2788,WA,Clallam,420,367752
2789,WA,Pacific,127,104811
2790,WA,Snohomish,2337,3862436
2791,WA,Okanogan,210,207122
2792,WA,Chelan,245,375511
2793,WA,Skamania,49,57485
2794,WA,Jefferson,163,152548
2795,WA,Lewis,346,380096
2796,WA,Mason,362,308100
2797,WA,Klickitat,91,105745
2798,WA,Clark,1427,2286450
2799,WA,Lincoln,45,51732
2800,WA,Skagit,524,609608
2801,WA,Garfield,Data Suppressed,11110
2802,WA,Kitsap,911,1294971
2803,WA,Pierce,2929,4226958
2804,West VA,Calhoun,31,37276
2805,West VA,Grant,50,58343
2806,West VA,Monongalia,281,522111
2807,West VA,Summers,66,65921
2808,West VA,Hardy,58,69402
2809,West VA,Preston,153,169033
2810,West VA,Tyler,54,44806
2811,West VA,Nicholas,135,127728
2812,West VA,Marshall,179,160062
2813,West VA,Pocahontas,55,42921
2814,West VA,Mineral,141,137111
2815,West VA,Tucker,41,35260
2816,West VA,Berkeley,511,558842
2817,West VA,Barbour,76,83987
2818,West VA,Pendleton,35,35655
2819,West VA,Greenbrier,245,177747
2820,West VA,Lewis,124,81838
2821,West VA,Fayette,329,223171
2822,West VA,Gilmer,44,41618
2823,West VA,Harrison,421,342411
2824,West VA,Boone,184,116219
2825,West VA,Cabell,518,480384
2826,West VA,Braxton,75,71706
2827,West VA,Jackson,168,145573
2828,West VA,Hampshire,146,116959
2829,West VA,Hancock,170,149673
2830,West VA,Kanawha,1057,939625
2831,West VA,McDowell,149,98826
2832,West VA,Mason,173,135116
2833,West VA,Lincoln,159,106242
2834,West VA,Jefferson,238,279085
2835,West VA,Ritchie,58,50084
2836,West VA,Morgan,110,87778
2837,West VA,Putnam,293,283078
2838,West VA,Ohio,224,214730
2839,West VA,Clay,69,44433
2840,West VA,Marion,337,283100
2841,West VA,Roane,105,71701
2842,West VA,Pleasants,52,37545
2843,West VA,Mercer,379,305211
2844,West VA,Brooke,157,115263
2845,West VA,Logan,272,172326
2846,West VA,Upshur,144,123209
2847,West VA,Wayne,278,205425
2848,West VA,Webster,59,43140
2849,West VA,Monroe,77,67576
2850,West VA,Mingo,201,125933
2851,West VA,Raleigh,443,385708
2852,West VA,Taylor,93,84878
2853,West VA,Randolph,164,146024
2854,West VA,Wetzel,104,78912
2855,West VA,Doddridge,50,42823
2856,West VA,Wood,505,430087
2857,West VA,Wirt,49,28992
2858,West VA,Wyoming,155,110706
2859,WI,Pierce,99,206262
2860,WI,Dunn,112,221409
2861,WI,Calumet,129,248515
2862,WI,Shawano,144,205658
2863,WI,Lafayette,55,83679
2864,WI,Brown,748,1289790
2865,WI,Bayfield,76,75036
2866,WI,Dodge,318,438972
2867,WI,Buffalo,50,66074
2868,WI,Barron,192,226667
2869,WI,Dane,1400,2616642
2870,WI,Door,137,137190
2871,WI,Green,132,184323
2872,WI,Jackson,79,102610
2873,WI,Kewaunee,65,101781
2874,WI,Clark,123,172282
2875,WI,Ashland,77,78929
2876,WI,Chippewa,268,317124
2877,WI,Crawford,83,81539
2878,WI,Columbia,226,283981
2879,WI,Washington,521,669909
2880,WI,Florence,23,21754
2881,WI,Fond du Lac,388,510301
2882,WI,Manitowoc,344,398451
2883,WI,Eau Claire,327,512154
2884,WI,Kenosha,635,839670
2885,WI,Jefferson,292,422737
2886,WI,Grant,162,258578
2887,WI,Marathon,464,675772
2888,WI,Pepin,34,36367
2889,WI,Ozaukee,292,439489
2890,WI,Vernon,109,151888
2891,WI,Portage,203,352564
2892,WI,Taylor,67,101791
2893,WI,Outagamie,472,916742
2894,WI,Burnett,116,76168
2895,WI,Douglas,223,217557
2896,WI,Adams,187,100428
2897,WI,Green Lake,86,93756
2898,WI,Iron,40,28729
2899,WI,Iowa,94,117887
2900,WI,Forest,57,45188
2901,WI,Marquette,101,75781
2902,WI,Lincoln,138,139850
2903,WI,Juneau,148,132046
2904,WI,Menominee,18,22612
2905,WI,Oconto,174,187316
2906,WI,La Crosse,397,587906
2907,WI,Langlade,116,95955
2908,WI,Vilas,163,107408
2909,WI,Polk,178,216460
2910,WI,Price,87,67792
2911,WI,Sawyer,112,81840
2912,WI,Monroe,208,226582
2913,WI,Sheboygan,399,575275
2914,WI,Milwaukee,3382,4780358
2915,WI,Rusk,83,71135
2916,WI,Sauk,253,316526
2917,WI,Racine,864,975108
2918,WI,Walworth,373,514151
2919,WI,Trempealeau,102,147207
2920,WI,Winnebago,617,847891
2921,WI,Waupaca,210,258195
2922,WI,Marinette,244,203536
2923,WI,Wood,310,367237
2924,WI,Rock,702,806071
2925,WI,Oneida,241,176807
2926,WI,Waushara,130,120560
2927,WI,Washburn,99,78228
2928,WI,St. Croix,250,435542
2929,WI,Richland,75,88137
2930,WI,Waukesha,1391,1985486
2931,WY,Teton,24,114533
2932,WY,Park,67,145330
2933,WY,Platte,23,43506
2934,WY,Fremont,92,201755
2935,WY,Uinta,36,103697
2936,WY,Converse,34,70713
2937,WY,Carbon,46,78252
2938,WY,Campbell,94,240436
2939,WY,Weston,28,35671
2940,WY,Goshen,40,67361
2941,WY,Lincoln,47,93938
2942,WY,Laramie,265,485188
2943,WY,Crook,24,36753
2944,WY,Hot Springs,19,23673
2945,WY,Washakie,22,41172
2946,WY,Albany,61,189470
2947,WY,Johnson,45,42754
2948,WY,Niobrara,Data Suppressed,12397
2949,WY,Sublette,Data Suppressed,50115
2950,WY,Big Horn,41,59560
2951,WY,Sheridan,89,149557
2952,WY,Natrona,242,405037
2953,WY,Sweetwater,89,222695
